,summary
9418,1
9419,5
9420,1
9421,2
9423,4
9424,1
9425,1
9426,1
9427,1
9428,2
9429,4
9430,1
9431,1
9432,2
9433,3
9434,1
9435,1
9436,4
9437,1
9438,4
9439,1
9440,5
9441,1
9442,2
9443,3
9444,2
9445,3
9446,1
9447,1
9448,3
9449,1
9450,3
9451,5
9452,2
9453,1
9454,1
9455,1
9456,4
9457,1
9459,3
9460,1
9461,3
9462,1
9463,3
9464,1
9465,4
9466,1
9467,2
9468,3
9469,3
9470,3
9471,4
9472,2
9473,3
9474,2
9475,1
9476,2
9477,3
9478,2
9479,2
9480,4
9482,1
9483,1
9485,1
9486,3
9487,1
9488,5
9489,2
9490,1
9491,2
9492,4
9493,3
9494,1
9495,2
9496,1
9497,1
9498,2
9499,1
9500,2
9501,1
9502,1
9503,1
9504,5
9505,2
9506,1
9507,2
9508,1
9509,1
9510,4
9511,2
9512,4
9513,1
9514,1
9515,1
9516,2
9517,1
9518,4
9519,2
9521,2
9522,2
9523,3
9524,1
9525,2
9526,5
9527,1
9528,3
9529,4
9530,4
9531,1
9532,4
9533,1
9535,4
9536,3
9537,1
9538,1
9539,2
9540,2
9541,2
9542,4
9543,4
9544,1
9545,1
9546,5
9547,1
9548,4
9549,2
9550,1
9552,1
9553,3
9554,4
9555,4
9556,1
9557,1
9558,1
9559,2
9560,4
9561,1
9562,4
9563,2
9564,2
9565,1
9567,4
9568,4
9569,4
9570,2
9571,3
9572,3
9574,3
9575,2
9576,1
9577,4
9578,2
9579,2
9580,2
9582,5
9583,1
9584,2
9585,5
9586,2
9587,2
9588,3
9589,2
9590,2
9591,5
9592,3
9593,1
9594,2
9595,5
9596,2
9597,3
9598,1
9599,2
9600,2
9602,2
9603,5
9604,2
9605,1
9606,1
9608,3
9609,1
9611,5
9612,1
9613,3
9614,2
9615,3
9616,2
9617,5
9618,5
9619,4
9620,2
9621,1
9622,4
9623,2
9624,5
9625,2
9626,2
9627,2
9628,2
9629,3
9630,2
9631,2
9632,2
9633,3
9634,1
9635,1
9636,3
9637,1
9638,1
9639,2
9640,3
9641,5
9642,3
9643,3
9644,5
9645,1
9646,2
9647,2
9648,1
9649,1
9650,4
9651,2
9652,2
9653,2
9654,2
9655,3
9657,3
9658,1
9659,1
9660,1
9661,2
9662,1
9663,4
9664,4
9665,1
9666,1
9667,3
9668,3
9669,2
9670,3
9671,1
9672,3
9673,2
9674,2
9675,2
9676,2
9677,3
9678,1
9679,1
9680,1
9681,2
9682,4
9683,3
9685,4
9686,1
9687,2
9688,1
9689,1
9690,2
9691,1
9692,3
9693,1
9694,2
9695,1
9696,2
9697,4
9698,2
9699,2
9700,1
9701,1
9702,5
9703,1
9704,3
9705,2
9706,1
9707,4
9708,4
9709,1
9710,1
9711,2
9712,4
9713,1
9714,2
9715,4
9716,2
9717,3
9718,1
9719,3
9720,1
9721,1
9722,4
9724,1
9725,2
9726,4
9727,1
9728,3
9730,4
9731,2
9732,2
9734,3
9735,2
9736,1
9737,1
9739,2
9740,1
9741,1
9742,2
9743,3
9744,2
9745,4
9746,1
9747,2
9748,4
9749,1
9750,4
9751,1
9752,4
9753,4
9754,2
9755,1
9756,3
9757,1
9758,1
9759,3
9760,2
9761,1
9762,3
9763,1
9764,1
9765,2
9766,3
9767,2
9768,2
9769,2
9770,2
9771,4
9772,4
9773,2
9774,2
9775,2
9777,3
9778,2
9779,3
9780,2
9781,1
9782,1
9783,3
9784,1
9785,2
9786,1
9787,3
9788,1
9789,1
9790,1
9791,4
9793,2
9794,2
9795,1
9796,1
9797,5
9798,3
9799,2
9800,1
9801,1
9802,2
9803,1
9804,2
9805,3
9806,2
9807,4
9808,2
9809,2
9810,1
9811,1
9812,3
9813,1
9814,2
9815,1
9816,5
9817,2
9818,3
9819,3
9820,2
9822,2
9823,4
9824,3
9825,1
9826,3
9827,2
9828,1
9829,1
9830,2
9831,4
9832,2
9833,3
9834,3
9835,2
9836,2
9837,1
9838,2
9839,5
9841,2
9842,1
9843,5
9844,1
9845,1
9846,2
9847,1
9848,1
9849,4
9850,1
9851,1
9853,1
9854,4
9855,1
9856,2
9857,5
9858,1
9859,2
9860,2
9861,3
9862,1
9863,2
9864,1
9865,1
9866,2
9867,5
9868,1
9869,1
9870,1
9871,1
9872,2
9873,3
9874,2
9875,3
9876,2
9877,3
9878,2
9880,3
9882,2
9883,1
9884,2
9885,2
9886,5
9887,1
9888,4
9889,1
9890,4
9891,1
9892,2
9893,3
9894,2
9895,2
9896,2
9897,1
9898,3
9899,5
9900,1
9901,1
9902,1
9903,2
9904,1
9905,1
9906,3
9907,5
9908,4
9909,5
9910,2
9911,2
9912,1
9913,2
9914,1
9915,3
9916,2
9917,3
9918,2
9919,2
9920,4
9921,1
9922,1
9923,2
9925,3
9926,4
9927,3
9928,3
9929,2
9930,4
9931,1
9932,1
9933,1
9934,1
9935,3
9936,4
9937,5
9938,2
9939,1
9940,3
9941,1
9943,1
9944,1
9945,2
9946,3
9947,1
9948,5
9949,2
9950,3
9951,3
9952,2
9953,2
9954,1
9955,1
9956,4
9957,1
9958,4
9959,3
9960,1
9961,1
9962,4
9963,2
9964,1
9965,2
9966,3
9967,4
9968,4
9969,4
9970,4
9971,1
9972,2
9973,1
9974,3
9975,4
9976,1
9977,2
9978,1
9979,4
9980,3
9981,2
9982,2
9984,2
9985,3
9986,1
9987,1
9988,2
9989,2
9990,3
9991,4
9992,2
9993,4
9994,1
9995,1
9996,3
9997,1
9998,1
9999,2
10002,3
10003,4
10004,3
10005,2
10006,2
10007,2
10008,2
10009,3
10010,4
10011,5
10012,1
10013,4
10014,1
10015,3
10016,3
10017,3
10018,3
10019,3
10020,1
10021,2
10022,3
10023,2
10024,1
10025,1
10026,1
10027,2
10028,4
10029,3
10030,1
10031,4
10032,3
10033,3
10034,5
10035,1
10036,2
10037,3
10039,5
10040,1
10041,2
10042,4
10043,2
10044,4
10045,2
10046,1
10047,2
10048,5
10049,1
10050,4
10053,5
10054,5
10055,2
10056,4
10057,3
10058,2
10059,4
10060,2
10061,2
10062,3
10063,2
10064,2
10065,5
10066,1
10067,3
10068,3
10069,3
10070,3
10071,3
10073,2
10074,3
10075,3
10076,2
10077,5
10078,3
10079,2
10080,3
10081,3
10082,1
10083,3
10084,3
10085,2
10086,1
10087,1
10088,3
10089,1
10091,2
10092,2
10093,1
10094,1
10095,2
10096,2
10097,2
10099,2
10100,1
10101,2
10102,4
10103,4
10104,3
10105,2
10106,2
10107,5
10108,4
10109,2
10110,3
10111,2
10112,4
10113,1
10114,1
10115,4
10116,2
10117,1
10119,2
10120,1
10121,2
10122,2
10123,1
10124,1
10126,2
10127,2
10128,1
10129,1
10130,2
10131,1
10132,1
10133,2
10134,2
10135,1
10136,5
10137,3
10138,2
10139,1
10140,4
10141,1
10142,2
10143,1
10144,3
10145,3
10146,1
10147,4
10148,3
10149,1
10150,4
10151,4
10152,2
10153,1
10154,3
10155,2
10156,2
10157,3
10158,1
10159,1
10160,3
10162,2
10163,2
10164,2
10165,3
10166,1
10167,1
10168,2
10169,1
10170,1
10171,1
10172,4
10173,4
10174,1
10175,4
10176,1
10177,1
10178,2
10179,2
10180,5
10181,2
10182,4
10183,3
10184,1
10185,1
10186,3
10187,3
10188,1
10189,2
10190,4
10191,3
10192,2
10193,3
10194,1
10195,2
10196,4
10197,5
10198,2
10199,1
10200,1
10201,3
10202,1
10203,4
10204,4
10205,2
10206,2
10207,1
10208,1
10209,2
10210,2
10211,2
10212,1
10213,2
10214,4
10215,1
10216,3
10217,1
10218,4
10219,3
10220,1
10221,5
10222,2
10223,1
10224,1
10225,3
10227,2
10228,2
10229,1
10230,3
10231,1
10232,2
10233,1
10234,1
10235,1
10236,2
10237,1
10238,2
10239,4
10240,3
10241,4
10242,4
10243,4
10244,5
10245,4
10246,1
10247,5
10248,5
10249,2
10250,2
10251,4
10252,3
10253,2
10254,1
10255,2
10256,2
10257,1
10258,5
10259,1
10260,2
10261,2
10262,2
10263,2
10264,1
10265,5
10266,1
10267,2
10268,5
10269,1
10270,3
10271,1
10272,1
10273,4
10274,3
10275,3
10276,1
10277,1
10278,3
10279,5
10280,5
10281,1
10282,5
10283,1
10284,2
10285,2
10286,2
10287,3
10288,2
10289,2
10290,1
10291,2
10292,2
10293,2
10294,2
10295,5
10297,1
10298,2
10299,2
10300,1
10301,4
10303,4
10304,1
10305,1
10306,4
10307,2
10308,2
10309,3
10310,2
10311,3
10312,3
10313,1
10314,1
10315,1
10316,2
10317,1
10318,3
10320,1
10321,1
10322,2
10323,2
10324,1
10325,1
10326,1
10327,2
10328,1
10329,2
10330,2
10331,1
10332,1
10333,5
10334,5
10335,5
10337,1
10338,1
10339,2
10340,1
10341,1
10342,1
10343,2
10344,2
10345,2
10346,2
10348,1
10350,5
10351,2
10352,2
10353,1
10354,1
10355,3
10357,2
10358,1
10359,2
10360,4
10361,1
10362,4
10363,2
10364,2
10365,2
10366,3
10367,1
10368,2
10369,1
10370,3
10371,1
10372,3
10373,4
10374,1
10375,1
10376,2
10377,2
10378,3
10379,5
10380,1
10381,5
10382,2
10383,5
10384,3
10385,1
10386,4
10387,5
10388,3
10389,1
10390,1
10391,3
10392,3
10393,1
10395,3
10396,1
10397,3
10398,3
10399,1
10400,4
10401,1
10402,1
10403,1
10404,2
10405,1
10406,1
10408,1
10409,3
10410,3
10412,1
10413,2
10414,3
10415,2
10416,2
10417,1
10418,1
10419,4
10420,5
10421,1
10422,3
10423,2
10424,1
10425,2
10426,1
10427,1
10428,2
10429,5
10430,4
10431,1
10432,2
10433,5
10434,2
10435,2
10436,1
10437,1
10438,3
10439,2
10440,1
10441,5
10442,2
10443,2
10444,2
10445,1
10446,2
10447,3
10448,1
10449,2
10450,3
10451,4
10452,3
10453,2
10454,1
10455,4
10456,3
10457,4
10458,2
10459,3
10460,4
10461,2
10462,2
10463,2
10464,2
10465,2
10466,1
10467,2
10468,1
10469,2
10470,2
10471,2
10472,2
10473,5
10474,3
10475,3
10476,1
10477,4
10478,3
10479,3
10480,1
10481,1
10482,4
10483,1
10484,1
10485,2
10486,3
10487,3
10488,1
10490,1
10491,2
10492,3
10493,1
10495,4
10496,4
10497,3
10498,5
10499,1
10501,2
10502,1
10503,1
10504,2
10505,1
10506,1
10507,2
10508,4
10510,2
10511,1
10512,1
10513,4
10514,2
10515,2
10516,3
10517,1
10518,1
10519,4
10520,4
10521,4
10522,2
10523,2
10524,2
10525,1
10526,4
10527,5
10528,1
10529,3
10530,4
10531,1
10533,5
10534,3
10535,1
10536,5
10537,1
10538,4
10539,3
10540,3
10541,1
10542,1
10543,1
10544,4
10545,2
10546,4
10547,4
10548,2
10549,4
10550,1
10551,4
10552,1
10554,5
10555,4
10556,2
10557,1
10558,2
10559,2
10560,4
10561,4
10562,3
10563,3
10564,1
10565,4
10566,1
10567,2
10568,1
10569,2
10571,2
10573,3
10574,2
10575,1
10576,5
10577,2
10578,2
10580,1
10581,1
10582,3
10583,4
10584,3
10585,2
10586,1
10587,3
10588,1
10589,4
10590,5
10591,1
10592,1
10593,1
10594,1
10595,1
10597,3
10598,1
10599,2
10600,2
10601,2
10602,1
10603,3
10604,3
10605,5
10606,3
10607,3
10608,4
10609,1
10610,4
10611,5
10612,5
10613,2
10614,3
10615,1
10616,2
10617,2
10618,1
10619,2
10620,4
10621,4
10622,1
10623,2
10624,4
10625,4
10626,1
10627,4
10628,1
10629,4
10630,1
10631,2
10632,1
10633,1
10634,3
10635,1
10637,3
10638,2
10639,5
10640,1
10641,1
10642,2
10643,1
10644,4
10645,2
10646,1
10647,2
10648,5
10649,2
10650,2
10651,1
10652,4
10653,1
10655,3
10656,2
10657,1
10658,1
10659,2
10660,3
10662,1
10663,1
10664,4
10665,1
10666,4
10667,1
10668,4
10669,3
10670,2
10671,1
10672,1
10673,1
10674,2
10675,1
10676,1
10677,1
10678,5
10679,3
10680,4
10681,4
10682,2
10683,1
10684,3
10685,5
10686,4
10687,1
10688,1
10689,1
10690,5
10691,2
10692,1
10693,2
10694,1
10695,4
10696,2
10697,1
10698,2
10699,4
10700,2
10701,5
10702,4
10705,2
10706,2
10707,2
10708,3
10709,3
10710,3
10711,5
10712,2
10713,3
10715,2
10716,2
10717,1
10718,3
10719,2
10720,1
10721,4
10722,1
10723,2
10724,1
10725,2
10726,2
10727,1
10728,1
10729,2
10730,1
10731,3
10732,3
10733,4
10734,2
10736,1
10737,1
10738,1
10739,3
10740,3
10741,1
10742,2
10743,1
10744,2
10745,5
10746,3
10747,1
10748,1
10749,1
10750,3
10752,1
10753,1
10754,1
10755,1
10756,1
10757,3
10758,1
10759,1
10760,2
10761,1
10762,2
10763,1
10764,3
10765,4
10766,1
10767,1
10768,1
10769,1
10770,2
10771,3
10772,2
10774,3
10775,5
10776,2
10777,4
10778,5
10780,1
10781,3
10782,2
10783,4
10784,2
10785,4
10786,3
10787,1
10788,2
10789,5
10790,4
10791,1
10792,4
10793,2
10794,1
10795,1
10796,1
10797,1
10798,2
10799,1
10800,2
10801,4
10802,1
10803,1
10804,2
10805,2
10806,1
10807,1
10808,1
10809,1
10810,2
10811,1
10813,4
10814,3
10815,1
10816,3
10817,5
10818,2
10819,3
10820,5
10821,4
10822,3
10823,1
10824,2
10825,2
10826,1
10827,5
10828,2
10829,2
10830,3
10831,2
10832,2
10833,1
10834,1
10835,1
10836,3
10837,2
10838,1
10839,1
10840,1
10841,2
10842,3
10843,4
10844,1
10845,3
10846,1
10847,3
10848,4
10849,2
10850,3
10852,1
10853,4
10855,1
10856,2
10857,1
10858,1
10859,3
10860,5
10861,2
10862,4
10863,1
10864,3
10865,4
10866,1
10867,2
10868,2
10869,1
10870,3
10871,2
10872,4
10873,1
10874,1
10875,2
10876,3
10877,1
10878,3
10879,1
10880,2
10881,5
10882,1
10883,1
10884,5
10885,1
10886,4
10887,1
10888,4
10889,5
10890,1
10891,1
10892,3
10893,2
10894,1
10895,1
10896,5
10897,2
10898,2
10899,1
10900,1
10901,2
10902,1
10903,2
10904,1
10905,2
10906,4
10907,3
10908,3
10909,1
10910,3
10911,1
10912,5
10913,1
10914,3
10915,3
10916,3
10917,4
10918,3
10919,3
10921,1
10922,4
10923,1
10925,4
10926,1
10927,4
10928,2
10929,5
10930,4
10931,3
10932,1
10933,1
10934,2
10935,5
10936,5
10938,2
10940,1
10941,1
10942,3
10943,4
10944,3
10945,1
10946,2
10947,5
10948,5
10949,3
10950,1
10951,4
10952,1
10953,1
10954,3
10955,3
10956,3
10957,3
10958,5
10959,5
10960,4
10961,3
10962,1
10963,4
10964,3
10965,1
10966,1
10967,1
10968,1
10969,1
10970,4
10971,5
10972,2
10973,2
10974,2
10975,3
10976,1
10977,1
10978,1
10979,2
10980,1
10981,2
10982,3
10983,1
10985,5
10986,4
10987,3
10988,1
10989,1
10990,2
10992,5
10993,1
10994,1
10995,2
10996,4
10997,5
10998,2
10999,1
11000,5
11001,1
11002,1
11003,1
11004,4
11005,2
11006,2
11008,1
11009,1
11010,2
11011,2
11012,1
11013,2
11014,1
11015,3
11016,1
11018,5
11019,1
11020,1
11021,2
11022,2
11023,1
11024,3
11025,1
11026,4
11027,2
11028,5
11029,1
11030,2
11031,3
11032,2
11033,2
11034,1
11035,5
11036,1
11037,1
11038,1
11039,5
11040,2
11041,5
11042,2
11043,2
11044,2
11045,2
11046,2
11047,2
11048,1
11049,4
11050,2
11051,1
11052,2
11053,1
11055,2
11056,4
11057,3
11058,5
11059,2
11060,4
11061,3
11062,2
11063,4
11064,2
11065,5
11066,2
11067,4
11068,2
11069,3
11070,2
11071,3
11072,1
11073,2
11074,5
11075,5
11076,2
11077,1
11078,2
11079,2
11080,2
11081,2
11082,1
11083,2
11084,1
11085,3
11086,1
11088,2
11089,3
11090,2
11091,3
11092,3
11093,2
11094,1
11095,4
11097,2
11098,4
11099,3
11100,2
11101,1
11102,1
11103,2
11104,3
11105,3
11106,5
11107,3
11108,4
11109,4
11110,1
11111,2
11112,1
11113,2
11114,3
11115,2
11116,1
11117,4
11118,4
11119,3
11120,3
11121,4
11122,1
11123,2
11124,4
11125,1
11126,3
11127,5
11128,1
11129,1
11130,3
11131,3
11132,2
11134,2
11135,2
11136,3
11137,4
11138,1
11140,2
11141,1
11142,1
11144,1
11145,2
11146,1
11147,2
11148,2
11149,1
11150,3
11151,1
11152,5
11153,1
11154,1
11155,1
11156,1
11157,2
11158,1
11159,1
11160,4
11161,1
11162,3
11163,1
11164,1
11165,1
11167,3
11168,1
11169,3
11170,2
11171,1
11173,1
11174,2
11175,3
11176,2
11177,3
11178,2
11179,1
11180,2
11181,2
11182,3
11183,4
11184,2
11185,1
11186,5
11187,1
11188,2
11190,4
11191,1
11192,1
11193,1
11194,2
11195,2
11196,4
11197,1
11198,5
11199,2
11200,4
11201,3
11202,1
11203,2
11204,2
11205,2
11206,2
11208,1
11209,5
11210,1
11211,1
11212,1
11213,1
11214,2
11215,5
11216,3
11218,1
11219,1
11220,1
11221,1
11222,4
11223,4
11224,2
11225,3
11226,4
11228,1
11229,2
11230,2
11231,1
11232,5
11233,3
11234,2
11235,2
11236,1
11238,3
11239,2
11240,1
11242,2
11243,4
11244,4
11245,2
11246,3
11247,3
11248,4
11249,1
11251,1
11252,2
11253,3
11254,1
11255,2
11256,1
11257,4
11258,3
11259,1
11260,2
11261,4
11262,2
11263,1
11264,1
11265,3
11266,3
11267,2
11268,4
11269,1
11270,1
11271,3
11272,2
11273,3
11274,4
11275,4
11276,3
11277,3
11278,2
11279,2
11280,1
11281,1
11282,3
11283,2
11284,5
11285,1
11286,1
11287,2
11288,1
11289,1
11290,2
11292,4
11293,1
11294,1
11295,1
11296,5
11297,4
11298,4
11299,2
11300,2
11301,5
11303,1
11304,3
11305,4
11306,3
11307,2
11308,2
11309,2
11310,2
11311,1
11312,1
11313,1
11314,3
11315,1
11316,5
11317,1
11318,4
11319,3
11320,1
11321,1
11322,3
11323,2
11326,1
11327,5
11330,2
11331,2
11332,5
11333,1
11334,1
11335,1
11336,1
11337,5
11338,2
11340,4
11341,2
11342,2
11343,2
11344,2
11345,3
11346,1
11347,3
11348,1
11349,1
11350,1
11351,4
11352,2
11353,1
11354,1
11355,1
11356,2
11357,1
11358,2
11359,1
11360,2
11361,5
11362,3
11363,2
11364,2
11365,1
11366,1
11367,2
11368,2
11369,1
11370,2
11371,3
11372,5
11373,4
11374,1
11375,2
11377,1
11378,2
11380,2
11381,1
11382,4
11384,2
11386,1
11387,3
11388,5
11389,2
11391,3
11392,4
11393,1
11394,3
11395,4
11396,2
11397,1
11398,2
11399,2
11400,3
11401,2
11403,2
11404,1
11405,4
11406,2
11407,4
11408,3
11409,1
11410,2
11411,2
11412,1
11413,2
11414,4
11415,1
11416,4
11417,1
11418,2
11419,1
11420,1
11421,1
11422,4
11423,4
11424,3
11425,1
11426,2
11427,1
11428,1
11430,1
11431,4
11432,2
11433,4
11434,1
11435,1
11436,1
11437,3
11438,2
11439,1
11440,1
11441,2
11442,2
11443,2
11444,2
11445,2
11446,2
11447,2
11448,2
11449,3
11450,4
11451,1
11452,1
11454,4
11455,3
11456,3
11457,1
11458,2
11459,3
11460,5
11461,1
11462,3
11463,1
11464,3
11465,1
11466,1
11467,5
11468,3
11469,1
11470,3
11471,3
11472,1
11473,1
11474,1
11475,4
11476,5
11477,4
11478,4
11479,5
11480,1
11481,2
11482,1
11483,1
11484,4
11486,2
11487,2
11488,2
11489,1
11490,2
11491,1
11492,4
11493,2
11494,1
11495,2
11496,1
11497,1
11498,1
11499,2
11500,3
11501,2
11502,5
11503,1
11505,2
11506,1
11507,2
11508,2
11509,3
11510,2
11511,2
11512,4
11513,5
11514,2
11515,2
11516,1
11517,3
11518,4
11519,1
11520,1
11521,1
11522,4
11523,1
11524,2
11525,2
11526,2
11527,4
11528,2
11529,1
11530,3
11531,2
11532,3
11533,2
11534,1
11535,2
11536,3
11537,3
11538,1
11539,1
11540,1
11541,3
11542,5
11543,2
11544,4
11545,4
11546,1
11547,1
11548,1
11549,1
11550,1
11551,4
11552,3
11553,3
11554,1
11555,1
11556,2
11557,2
11558,2
11559,1
11560,1
11561,2
11562,1
11563,1
11564,1
11565,3
11566,2
11567,5
11568,2
11569,1
11570,3
11571,1
11572,1
11573,1
11574,3
11575,2
11576,2
11577,2
11578,4
11579,3
11580,1
11581,2
11582,2
11583,2
11584,1
11585,2
11586,1
11587,1
11588,2
11589,1
11590,2
11591,1
11592,1
11593,1
11594,2
11595,4
11596,1
11597,1
11598,2
11599,1
11600,3
11601,3
11602,1
11603,2
11604,2
11605,1
11606,3
11607,3
11608,3
11609,1
11610,1
11611,2
11612,1
11613,3
11614,1
11615,4
11616,1
11619,1
11620,1
11621,2
11622,2
11623,2
11624,4
11625,1
11626,1
11627,4
11628,1
11629,2
11630,1
11631,1
11632,4
11633,1
11634,1
11635,2
11636,2
11637,2
11638,1
11639,3
11640,3
11642,2
11643,1
11644,1
11646,2
11647,4
11648,2
11650,2
11651,3
11652,2
11654,1
11655,2
11656,2
11657,2
11658,2
11659,4
11660,5
11661,1
11662,1
11663,2
11664,1
11665,2
11666,2
11667,5
11668,5
11669,2
11670,3
11671,2
11672,1
11673,1
11674,2
11675,2
11676,1
11677,2
11678,2
11679,1
11681,2
11683,2
11684,1
11685,2
11686,1
11687,5
11688,4
11689,3
11690,1
11691,3
11692,2
11693,4
11694,5
11695,1
11696,4
11697,1
11698,2
11700,4
11701,4
11702,4
11703,2
11704,2
11705,2
11706,2
11707,1
11708,1
11710,1
11711,2
11712,1
11713,3
11714,5
11715,3
11716,4
11717,3
11718,1
11719,1
11720,2
11721,2
11722,2
11723,2
11724,3
11725,3
11726,4
11727,2
11728,1
11729,3
11730,2
11731,3
11732,2
11733,1
11734,2
11735,2
11736,1
11737,2
11738,2
11739,5
11740,3
11741,2
11742,3
11743,4
11744,3
11746,1
11747,5
11748,2
11749,3
11751,4
11752,2
11753,3
11754,5
11755,2
11756,1
11757,5
11758,2
11759,1
11760,1
11761,3
11762,1
11763,3
11764,1
11765,1
11766,2
11767,2
11768,3
11769,1
11770,3
11771,1
11772,1
11773,1
11774,2
11775,2
11776,3
11777,1
11778,4
11779,2
11780,1
11781,2
11782,2
11783,1
11784,2
11785,1
11786,4
11787,1
11788,1
11789,3
11790,2
11791,3
11793,2
11794,2
11795,5
11796,2
11797,2
11798,3
11799,3
11800,5
11801,1
11802,2
11803,5
11804,4
11805,1
11806,2
11807,1
11809,4
11810,2
11811,1
11812,1
11813,1
11814,2
11815,3
11816,2
11817,1
11818,2
11819,1
11820,1
11821,1
11822,1
11823,2
11824,2
11825,1
11826,1
11827,3
11828,4
11829,1
11830,4
11831,2
11832,1
11833,3
11834,1
11835,4
11836,2
11837,2
11838,2
11839,3
11840,2
11841,1
11842,3
11843,3
11844,4
11845,2
11846,3
11847,4
11848,2
11849,2
11850,2
11851,2
11852,3
11853,3
11854,1
11855,3
11856,3
11857,5
11858,3
11859,1
11860,1
11861,3
11863,1
11864,1
11865,3
11866,4
11867,1
11868,2
11869,3
11870,1
11871,4
11872,2
11873,2
11874,1
11875,1
11877,4
11878,2
11879,3
11880,1
11881,3
11882,3
11883,3
11884,1
11885,5
11886,2
11887,2
11888,2
11889,3
11890,2
11891,2
11892,1
11894,4
11895,1
11896,1
11897,1
11898,1
11899,3
11901,5
11903,3
11904,1
11905,2
11906,3
11907,2
11908,1
11909,2
11910,2
11911,2
11912,1
11913,1
11914,3
11915,1
11916,2
11917,4
11918,2
11919,4
11920,5
11921,2
11922,2
11923,1
11924,1
11925,1
11926,2
11927,5
11928,2
11929,1
11930,3
11931,1
11932,2
11934,1
11935,4
11936,1
11937,3
11939,3
11940,3
11942,2
11943,3
11944,4
11945,2
11946,3
11947,2
11948,1
11950,1
11951,1
11952,1
11953,4
11954,2
11955,2
11956,4
11958,4
11959,3
11960,2
11961,3
11962,2
11963,1
11964,2
11965,1
11966,5
11967,5
11968,5
11969,1
11970,2
11971,2
11972,4
11973,1
11976,2
11977,1
11978,2
11979,1
11980,2
11981,1
11983,3
11984,2
11985,1
11986,1
11987,5
11988,2
11989,1
11990,2
11991,4
11992,1
11993,3
11994,1
11995,2
11996,4
11997,1
11998,3
11999,5
12000,3
12001,5
12002,4
12003,1
12004,2
12005,1
12006,5
12007,1
12008,2
12009,1
12010,2
12011,1
12012,3
12013,1
12014,3
12015,2
12016,4
12017,2
12018,1
12019,1
12020,4
12021,2
12022,3
12023,3
12024,5
12025,3
12026,5
12027,2
12028,1
12029,4
12030,4
12031,2
12032,2
12033,4
12034,1
12035,2
12036,4
12037,3
12038,1
12039,2
12040,1
12041,2
12042,3
12043,4
12044,4
12045,4
12046,5
12047,4
12048,3
12049,1
12050,1
12051,2
12052,2
12053,5
12054,1
12055,2
12056,1
12057,3
12058,2
12059,1
12060,1
12061,2
12062,3
12063,3
12064,3
12065,3
12066,3
12067,4
12068,1
12069,3
12070,3
12071,2
12072,4
12073,1
12074,4
12075,2
12076,2
12077,5
12078,2
12079,2
12080,4
12081,5
12082,3
12083,3
12084,3
12085,2
12086,1
12087,1
12088,5
12089,2
12090,1
12091,1
12092,5
12093,2
12094,1
12095,5
12096,1
12098,3
12099,1
12100,3
12101,4
12103,2
12104,1
12105,3
12106,2
12107,4
12108,1
12109,2
12110,1
12111,1
12112,1
12113,1
12114,2
12115,5
12116,2
12117,3
12118,1
12119,3
12120,1
12121,2
12122,1
12123,4
12124,2
12125,4
12126,3
12127,4
12128,1
12129,1
12131,2
12132,3
12133,3
12134,4
12135,4
12136,2
12137,5
12138,1
12139,3
12141,2
12142,1
12144,1
12145,1
12146,1
12147,1
12148,3
12149,2
12150,2
12151,3
12152,3
12153,4
12154,3
12155,1
12156,2
12157,1
12158,3
12159,2
12160,1
12161,1
12162,1
12163,2
12164,2
12165,2
12166,1
12167,1
12168,3
12169,1
12170,4
12171,2
12172,3
12173,1
12174,1
12175,3
12176,2
12177,3
12178,3
12179,3
12180,4
12181,3
12182,5
12183,2
12184,1
12185,5
12186,1
12187,1
12188,1
12189,1
12190,5
12191,2
12192,2
12193,3
12194,1
12195,3
12197,2
12198,3
12199,2
12200,1
12201,4
12202,4
12203,1
12204,2
12206,4
12207,5
12209,2
12210,1
12211,2
12212,5
12213,1
12214,2
12215,2
12216,1
12217,2
12218,4
12219,2
12220,2
12221,2
12222,3
12223,2
12224,1
12225,2
12226,1
12227,4
12228,2
12229,2
12230,1
12231,1
12232,3
12233,3
12234,2
12235,1
12236,1
12237,1
12238,2
12239,2
12240,2
12241,2
12242,1
12243,1
12244,4
12245,2
12246,1
12247,3
12248,3
12249,1
12250,2
12251,2
12252,1
12253,1
12254,1
12255,2
12256,1
12257,1
12258,2
12259,3
12260,3
12261,2
12263,1
12264,1
12265,1
12266,5
12267,2
12268,1
12269,3
12270,2
12271,3
12272,3
12273,5
12274,2
12275,2
12276,2
12277,4
12278,3
12279,2
12280,1
12281,2
12282,1
12284,1
12285,3
12286,1
12287,2
12288,4
12289,2
12290,1
12291,2
12292,3
12293,1
12294,2
12295,1
12296,2
12297,5
12298,3
12299,3
12301,5
12302,1
12303,2
12304,1
12305,2
12306,2
12307,2
12308,2
12309,2
12310,2
12311,2
12312,1
12313,1
12314,3
12315,3
12316,1
12317,2
12318,1
12319,2
12320,1
12321,2
12322,2
12323,4
12324,5
12325,2
12326,2
12327,1
12328,1
12329,2
12330,4
12331,4
12332,2
12333,1
12334,2
12335,3
12336,1
12337,1
12338,3
12339,3
12340,4
12341,1
12342,2
12343,1
12344,3
12346,2
12347,4
12348,4
12349,1
12350,1
12351,1
12352,2
12353,1
12354,4
12355,5
12356,2
12357,2
12358,3
12359,3
12360,2
12361,1
12362,2
12363,1
12364,4
12365,2
12366,2
12367,1
12368,2
12369,2
